dot_number,legal_name,dba_name,phone,email,physical_address,physical_city,physical_state,physical_zip,power_units,drivers,inspection_date,oos_total,vehicle_oos,driver_oos,total_violations,inspection_state,inspection_level,safer_link
3432311,RAMIREZ DUMP SERVICE LLC,,,,1511 SANTA FE ST,SAN JUAN,TX,78589,,,20260324,1,1,0,7,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3432311
4055206,VADA S TRANSPORT LLC,,,,714 E 40TH 1/2 ST,HOUSTON,TX,77022-4606,,,20260320,2,0,2,8,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4055206
52767,ACME TRUCK LINE INC,,,,200 WESTBANK EXPRESSWAY,GRETNA,LA,70053,,,20260321,3,3,0,6,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=52767
2040375,M & C TRANSPORT INC,,,,10432 BALLS FORD RD SUITE 300,MANASSAS,VA,20109,,,20260321,1,1,0,5,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2040375
3457660,G&P LOGISTICS LLC,,,,801 TRAVIS ST STE 2101 #1096,HOUSTON,TX,77002,,,20260323,2,1,1,9,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3457660
1494001,ROBERTO CHAVEZ PEREZ,,,,PRIVADA VALENCIA 57,MATAMOROS,TA,87350,,,20260323,1,1,0,7,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1494001
4368028,GENERAL TRANSPORT LLC,,,,6331 CAMBRIDGE GLEN LN,HOUSTON,TX,77035,,,20260318,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4368028
2434898,TRATA USA LLC,,,,13251 SOUTH UNITEC DRIVE,LAREDO,TX,78045,,,20260319,1,1,0,4,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2434898
1118540,ALBERTO VILLARREAL,,,,AGUSTIN MELGAR 108,RIO BRAVO,TA,88940,,,20260321,6,4,2,17,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1118540
2118820,AB CARGO LLC,,,,5815 N 3RD LANE,MCALLEN,TX,78504,,,20260322,2,1,1,5,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2118820
4173389,HC EXPEDITED LLC,,,,205 S 3RD ST A 3000 BOX,HIDALGO,TX,78557,,,20260323,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4173389
3964031,TRANSPORTES HUMEC LLC,,,,1040 HIGH LOWE DR,HIDALGO,TX,78557,,,20260323,3,3,0,5,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3964031
3186852,HERIBERTO GONZALEZ ALMAGUER,,,,PICO DE ORIZABA 126B,REYNOSA,TA,88780,,,20260323,1,1,0,8,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3186852
2311146,GULF ROYAL LLC,,,,805 N INDIANA AVE,BROWNSVILLE,TX,78521,,,20260319,1,0,1,5,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2311146
959924,TRANSPORTES LARRAGA,,,,CARRETERA  TAMPICO MANTE KM 33  260,ALTAMIRA,TA,89610,,,20260319,1,1,0,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=959924
3147974,OSCAR MORALES,,,,904 AVENUE Q,DEL RIO,TX,78840,,,20260303,2,2,0,7,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3147974
3850784,HUMBERTO ZAPATA TRUCKING LLC,,,,1212 BROKEN ARROW,ALAMO,TX,78516-4052,,,20260318,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3850784
775261,TROUT TRUCKING COMPANY INC,,,,1001 LINCOLN AVE,ROBSTOWN,TX,78380,,,20260314,1,1,0,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=775261
3778146,SIRADO TRANSPORT LLC,,,,5685 W ROCHELLE AVE APT 108,LAS VEGAS,NV,89103,,,20260323,1,1,0,5,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3778146
3941697,SERGIO HERNANDEZ RAMIREZ,,,,LA SENDA 215,GUADALUPE,NL,67190,,,20260323,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3941697
3078854,ERIKA YANETH ALCANTAR HUERTA,,,,CALLE 4 # 328,URUAPAN,MC,60153,,,20260323,1,1,0,5,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3078854
1148498,AUTOTRANSPORTES VILLARREAL,,,,REAL DE CATORCE,MATAMOROS,TA,87420,,,20260319,1,1,0,11,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1148498
4528944,RUSHPOINT TRANSPORT LLC,,,,802 HAWTHORNE RD,ANNA,TX,75409,,,20260321,1,1,0,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4528944
2205113,TRANSPORTE INTERNATIONAL TREGO,,,,PALITO BLANCO # 25,MATAMOROS,TA,87350,,,20260323,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2205113
1041907,TILSA,,,,CAMINO REAL SLO #15,MATAMOROS,TA,87340,,,20260323,1,1,0,8,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1041907
386083,WASTE MANAGEMENT OF TEXAS INC,,,,3623 WILSON ROAD,HUMBLE,TX,77396,,,20260319,2,2,0,2,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=386083
4118400,JESUS PENA ACOSTA,,,,3882 N FERGUSON AVE,ODESSA,TX,79764-8707,,,20260319,2,2,0,5,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4118400
4012513,BURROWS & SON'S TRUCKING CO LLC,,,,103 SUREVUE DR,MURFREESBORO,TN,37127,,,20260312,1,1,0,5,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4012513
3230464,ON-SITE SECURE SHREDDING LLC,,,,2135 MCCLELLAN ST,SHREVEPORT,LA,71103,,,20260323,1,0,1,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3230464
3340330,PROSPERITY VALLE TRUCKING LLC,,,,2314 MIDWAY ROAD,DONNA,TX,78537,,,20260323,1,1,0,5,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3340330
3058664,IMPETUS LLC,,,,4110 RIO BRAVO STREET STE 205,EL PASO,TX,79902,,,20260322,1,0,1,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3058664
2894017,AUTOTRANSPORTES DE CARGA 3 HERMANOS,,,,CARRETERA A MATAMOROS #411,REYNOSA,TA,88770,,,20260324,1,1,0,4,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2894017
4465647,COMERCIALIZADORA COASAB SA DE CV,,,,CIPRESS 401,PIEDRAS NEGRAS,CH,26089,,,20260323,1,1,0,5,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4465647
1950616,JUAN PACHUCA,,,,313 WEST MILE 10 N,WESLACO,TX,78596,,,20260320,1,1,0,5,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1950616
3052067,MFJ PRODUCTIONS LLC,,,,3930 HARRISBURG RD,JONESBORO,AR,72404,,,20260322,5,3,2,15,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3052067
4285846,ACP TRUCKING LOGISTICS LLC,,,,33 MAXEY RD,HOUSTON,TX,77013,,,20260323,2,1,1,6,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4285846
3609026,HAYA TRANSPORT INC,,,,10084 E KEMPER RD SUITE C2,LOVELAND,OH,45140,,,20260323,1,1,0,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3609026
2528590,KARLA HEREDIA GUZMAN,,,,VILLA SANTA MARIA 133,REYNOSA,TA,88787,,,20260313,2,2,0,16,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2528590
2389566,GRUPO CIEN,,,,LAZO 502,NUEVO LAREDO,TA,88293,,,20260318,1,1,0,2,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2389566
2826227,STOCKMENS FEED BUNK II INC,,,,3226 US HWY 54 EAST,DALHART,TX,79022,,,20260317,1,1,0,4,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2826227
4249554,BRENDA BERENICE SOLANO MOLINA,,,,CUMBRE DE ACUTZINGO 529-B,REYNOSA,TA,88780,,,20260323,1,1,0,8,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4249554
3904295,SERVICIOS ADUANALES GONHER SA DE CV,,,,BELDEN #2113,NUEVO  LAREDO,TA,88000,,,20260318,1,1,0,6,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3904295
3581283,TELEPORT LOGISTICS LLC,,,,209 CHRISTINA DR,EAST DUNDEE,IL,60118-3540,,,20260320,3,3,0,4,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3581283
3072412,DUKA TRANSPORTATION INC,,,,14001 CATHERINE DR,ORLAND PARK,IL,60462,,,20260323,1,1,0,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3072412
3109774,ENTERPRISE EXPRESS SERVICES LLC,,,,1426 CR 344,ALICE,TX,78332,,,20260320,4,4,0,10,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3109774
2635100,4B'S BACKHOE SERVICE LLC,,,,9820 BELLA CT,ODESSA,TX,79763,,,20260323,1,1,0,4,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2635100
2042783,LONG STAR TRUCKING AND FIELD SERVICES,,,,3807 SFM 715,MIDLAND,TX,79706,,,20260323,1,1,0,8,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2042783
2939445,INTERSTATE CARRIER LLC,,,,15310 INTERSTATE 35 S #4,VON ORMY,TX,78073,,,20260323,1,0,1,5,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2939445
3311403,ARMOR LOGISTICS INC,,,,2940 E 37TH ST,CLEVELAND,OH,44115,,,20260324,2,2,0,9,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3311403
2828274,EOM TRANSPORT LLC,,,,1422 KEY DEER DRIVE,LAREDO,TX,78045,,,20260226,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2828274
4291638,HARRIS BROTHERS FABRICATION LLC,,,,203 N AVENUE B,CLIFTON,TX,76634-1710,,,20260227,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4291638
3335789,AQUARIUS HAULING LLC,,,,12734 GREENS BAYOU ST,HOUSTON,TX,77015,,,20260319,1,0,1,7,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3335789
3882851,HUGO EDUARDO PEREZ MARTINEZ,,,,TUCANES 480,REYNOSA,TA,88790,,,20260313,1,1,0,11,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3882851
1682700,SPRINGBROOK EXPRESS LLC,,,,140 W PINE STREET,NEW AUBURN,WI,54757,,,20260320,1,1,0,5,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1682700
4392220,D & C SERVICES TX LLC,,,,24949 KATY RANCH RD APT 1503,KATY,TX,77494,,,20260314,1,1,0,5,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4392220
4156132,REDCUB HAULERS LLC,,,,7707 SOVEREIGN ROW,DALLAS,TX,75247,,,20260314,1,1,0,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4156132
3299811,DE LA CRUZ XPRESS LLC,,,,609 RAMIREZ LN,MISSION,TX,78573,,,20260320,2,1,1,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3299811
4257661,MANZANOS BROTHERS LOGISTIC LLC,,,,612 LINK RD,HOUSTON,TX,77009-2533,,,20260320,1,1,0,5,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4257661
3537190,ES EXPRESS LLC,,,,1080 SHADY LN,HALLSVILLE,TX,75650,,,20260324,1,1,0,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3537190
2834104,EQUIPMENT SHARE,,,,5710 BULL RUN DRIVE,COLUMBIA,MO,65201,,,20260324,1,1,0,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2834104
3217037,ODEL LOGISTICS LLC,,,,240 N ADAMS ST,EAGLE PASS,TX,78852,,,20260324,1,0,1,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3217037
554705,AUTO EXPRESS DE CARGA VILOBA SA DE CV,,,,CAP CARLOS CANTU  Y 4A #124,REYNOSA,TA,88730,,,20260313,2,2,0,13,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=554705
3262431,MARCO ISIDRO GUERRERO GUEVARA,,,,JUAN DE LA BARRERA 126,REYNOSA,TA,88777,,,20260313,3,3,0,19,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3262431
3370454,RICARDO GABRIEL PEREZ SEPULVEDA,,,,ARACANAS  08,NUEVO  LAREDO,TA,88240,,,20260319,1,1,0,18,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3370454
3658108,J ONE ENTERPRISES,,,,10909 GRISSOM LN,DALLAS,TX,75229-3505,,,20260324,2,0,2,4,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3658108
1650005,TRANSPORTES BEGA,,,,GUILLERMO PRIETO # 134,REYNOSA,TA,88780,,,20260324,1,1,0,6,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1650005
54283,SWIFT TRANSPORTATION CO OF ARIZONA LLC,,,,2200 S 75TH AVE,PHOENIX,AZ,85043,,,20260320,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=54283
2780097,RDL,,,,9636 APPLE MILL DR,ELK GROVE,CA,95624,,,20260320,1,1,0,4,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2780097
527990,BOOKER TRANS,,,,4250 E LOOP 335 N,AMARILLO,TX,79108-5643,,,20260323,1,1,0,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=527990
4183636,JCR FREIGHT SERVICES LLC,,,,1103 VISTA DR,MESQUITE,TX,75149-5244,,,20260323,1,0,1,5,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4183636
1944464,TREY TRUCKS LTD,,,,1160 SW 6TH STREET,CRANE,TX,79731,,,20260323,1,1,0,4,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1944464
2517367,AST TRANSPORTATION LLC,,,,1504 GREENFIELD DR,ROUND ROCK,TX,78664-3107,,,20260320,1,1,0,6,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2517367
2872485,ADR FREIGHTS LLC,,,,12818 SW 8TH ST UNIT 2047,MIAMI,FL,33184,,,20260322,1,0,1,4,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2872485
1649689,RTG,,,,CARRETERA S/N,MATAMOROS,TA,87324,,,20260323,1,1,0,8,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1649689
4221212,JC TRANSPORT EXPRESS LLC,,,,2619 VICENTE ST,LAREDO,TX,78046-6532,,,20260303,1,0,1,5,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4221212
3792245,JAMS LOGISTIC SA DE CV,,,,TAMAULIPAS # 810,REYNOSA,TA,88631,,,20260313,1,1,0,4,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3792245
3624885,LA BORING LLC,,,,325 CORPORATE RD,LONGVIEW,TX,75603-7056,,,20260320,2,2,0,5,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3624885
4194736,RESOLUTE TRUCKING SERVICES LLC,,,,4206 S GENERAL BRUCE DR,TEMPLE,TX,76502-4836,,,20260320,1,1,0,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4194736
4105705,VELA TRUCKING LLC,,,,3326 BROOK GLEN DR,GARLAND,TX,75044,,,20260316,2,2,0,7,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4105705
1944634,VERNOR MATERIAL & EQUIPMENT COMPANY INC,,,,545 WILSON RD,FREEPORT,TX,77541,,,20260317,1,1,0,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1944634
1740466,KD&S TRUCKING LLC,,,,715 10TH STREET,OLTON,TX,79064,,,20260317,1,1,0,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1740466
4438263,MOUNTAIN MOVERS TRUCKING & DIESEL MECHANIC SERVICES LLC,,,,1101 ELM ST,ABILENE,TX,79602-3718,,,20260317,1,1,0,8,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4438263
2203204,TEXAS CHROME TRANSPORT INC,,,,16233 IH 35 S,ATASCOSA,TX,78002,,,20260322,1,1,0,5,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2203204
2594497,TEXAS FIRST RENTALS LLC,,,,5665 SE LOOP 410,SAN ANTONIO,TX,78222,,,20260323,1,1,0,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2594497
2078294,SWZ SERVICES INC,,,,169 W CR 418,PREMONT,TX,78375,,,20260323,1,0,1,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2078294
2831674,SANDRA VEGA,,,,391 JEWELL COLEMAN ROD,LIVINGSTON,TX,77351,,,20260323,1,1,0,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2831674
1782167,LIGHTNING OILFIELD SERVICES INC,,,,11830 NORTH SAGINAW BLVD,FT WORTH,TX,76179,,,20260324,1,1,0,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1782167
801828,HUB GROUP,,,,2001 HUB GROUP WAY,OAK BROOK,IL,60523,,,20260323,1,1,0,4,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=801828
3073157,UNA TRUCKING INC,,,,9795 UPPER MILL LOOP,BRISTOW,VA,20136,,,20260323,1,1,0,9,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3073157
4161638,JS EXPRESS TRUCKING TRANSPORT LLC,,,,3225 WOODLAND PARK DR APT 1871,HOUSTON,TX,77082,,,20260324,1,1,0,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4161638
654870,TIJERINA TRUCKING,,,,1300 W BRADY,CLOVIS,NM,88101,,,20260320,1,1,0,8,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=654870
926700,THERMO EXPRESS MUNOZ SA DE CV,,,,GUADALUPE #30,ENCARNACION DE DIAZ,JA,47270,,,20260322,1,1,0,4,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=926700
3847922,OTD FREIGHT LLC,,,,1060 SILVERADO,BROWNSVILLE,TX,78520,,,20260323,1,1,0,3,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3847922
3777586,JORGE HECTOR FERNANDEZ,,,,319 S MONROE ST,EAGLE PASS,TX,78852,,,20260323,1,1,0,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3777586
3178921,L BROTHERS TRANSPORT LLC,,,,87 COUNTY RD 3342,OMAHA,TX,75571,,,20260318,2,2,0,8,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3178921
4258817,VALKYRIE TRANSPORTATION LLC,,,,1006 N WOODLAND ST,AMARILLO,TX,79107-7059,,,20260317,1,1,0,12,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4258817
4203415,O & J TRANSPORTS LLC,,,,328 COLONY ST,GARDEN CITY,KS,67846,,,20260318,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4203415
2010372,PFAFF SERVICE LLC,,,,13433 DETTMER ROAD,RANDOLPH,KS,66554,,,20260318,1,0,1,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2010372
3973540,AQUI Y ALLA TRANSPORT LLC,,,,12945 BRANDEIS DR,EL PASO,TX,79928,,,20260317,1,1,0,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3973540
2188564,MACLOVIO CAMACHO,,,,12326 W BARBARA,ODESSA,TX,79764,,,20260318,1,1,0,6,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2188564
3230962,MTZ CONCRETE PUMP LLC,,,,8525 YALE ST,HOUSTON,TX,77037-2923,,,20260320,1,1,0,12,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3230962
3108296,EA PORTS LLC,,,,1912 S 16TH STREET SUITE 200,LA PORTE,TX,77571,,,20260319,1,1,0,4,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3108296
421403,IDI DISTRIBUTORS,,,,8303 AUDUBON ROAD,CHANHASSEN,MN,55317,,,20260323,2,2,0,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=421403
80806,J B HUNT,,,,615 J B HUNT CORPORATE DRIVE,LOWELL,AR,72745,,,20260324,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=80806
